User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_1407,Chevy Bolt EUV,100,Station_211,Chicago,03/14/2025 19:00,03/14/2025 19:46,54.96,3.52,41.41,38.77,Morning,Friday,19.83,92.78,141.47,39.53,3,Level 2,Long-Distance Traveler
User_1408,Hyundai Kona Electric,50,Station_268,San Francisco,03/14/2025 20:00,03/14/2025 21:37,74.79,1.68,36.55,31.3,Afternoon,Tuesday,37.37,98.56,245.6,21.38,7,DC Fast Charger,Commuter
User_1409,Hyundai Ioniq 5,75,Station_210,Chicago,03/14/2025 21:00,03/14/2025 22:13,34.79,1.81,23.22,31.8,Night,Tuesday,42.67,75.7,247.75,17.24,5,Level 2,Commuter
User_1410,Hyundai Ioniq 6,75,Station_17,Chicago,03/14/2025 22:00,03/14/2025 23:30,69.13,3.01,10.71,17.39,Morning,Tuesday,28.9,78.35,91.55,3.44,2,Level 2,Casual Driver
User_1411,Kia EV6,147.4,Station_115,San Francisco,02/05/2025 11:00,02/05/2025 13:43,65.89,3.15,24.83,11.04,Evening,Tuesday,27.38,64.7,74.92,13.42,6,Level 1,Long-Distance Traveler
User_1412,Kia Niro EV,78.43,Station_286,Houston,03/14/2025 23:00,03/15/2025 1:32,38.09,1.95,1.65,15.63,Evening,Saturday,11.83,97.63,135.71,-5.94,7,Level 1,Long-Distance Traveler
User_1413,Ford Mustang Mach-E,50,Station_344,San Francisco,03/15/2025 0:00,03/15/2025 2:02,27.75,0.9,31.66,17.09,Afternoon,Sunday,24.84,87.94,265.69,34.02,1,Level 2,Casual Driver
User_1414,Ford F-150 Lightning,85,Station_203,New York,03/15/2025 1:00,03/15/2025 4:45,41.65,0.14,11.11,33.39,Evening,Wednesday,90.93,52.84,111.86,13.07,2.93,DC Fast Charger,Casual Driver
User_1415,Volkswagen ID.4,85,Station_99,Los Angeles,03/15/2025 2:00,03/15/2025 3:43,35.39,2.31,44.85,38.4,Morning,Saturday,34.64,54.27,286.84,-7.64,7,DC Fast Charger,Long-Distance Traveler
User_1416,BMW i3,85,Station_279,Houston,03/15/2025 3:00,03/15/2025 6:02,68.57,1.56,16.48,24.53,Afternoon,Saturday,68.27,93.57,92.04,-9.83,2,Level 1,Casual Driver
User_1417,BMW i4,106.82,Station_209,San Francisco,03/15/2025 4:00,03/15/2025 5:36,,2.22,38.97,6.56,Morning,Saturday,18.34,86.04,30.65,17.78,6,DC Fast Charger,Commuter
User_1418,BMW iX,50,Station_129,Chicago,03/15/2025 5:00,03/15/2025 7:20,36.47,1.21,37.86,9.94,Morning,Monday,21.02,82.18,56.43,36.15,1,Level 1,Commuter
User_1419,Audi e-tron,100,Station_335,San Francisco,03/15/2025 6:00,03/15/2025 6:31,44.64,1.2,,17.66,Afternoon,Thursday,32.3,69.58,294.76,-6.26,6,DC Fast Charger,Commuter
User_1420,Audi Q4 e-tron,50,Station_288,Los Angeles,03/15/2025 7:00,03/15/2025 8:58,40.27,2.69,49.57,25.55,Afternoon,Sunday,21.83,68,156.49,33.79,2,DC Fast Charger,Casual Driver
User_1421,Mercedes EQS,62,Station_252,Los Angeles,03/15/2025 8:00,03/15/2025 11:26,34.43,0.68,34.17,12.65,Morning,Monday,77.3,54.74,265.84,22.21,3,Level 1,Long-Distance Traveler
User_1422,Mercedes EQE,50,Station_191,San Francisco,02/05/2025 12:00,02/05/2025 13:34,13.26,3.07,47.67,32.91,Afternoon,Thursday,25,90.02,220.67,31.87,3,DC Fast Charger,Commuter
User_1423,Mercedes EQB,50,Station_265,New York,03/15/2025 9:00,03/15/2025 12:47,,0.94,15.42,31.47,Night,Tuesday,21.39,70.38,266.59,20.78,3,Level 2,Long-Distance Traveler
User_1424,Porsche Taycan,85,Station_271,New York,03/15/2025 10:00,03/15/2025 10:55,18.56,1.58,,7.25,Afternoon,Wednesday,28.8,51.48,397.82,26.2,1,Level 1,Long-Distance Traveler
User_1425,Volvo XC40 Recharge,75,Station_412,Los Angeles,03/15/2025 11:00,03/15/2025 14:49,59.8,2.12,14.56,22.93,Morning,Saturday,28.19,96.03,276.23,-0.64,4,Level 2,Long-Distance Traveler
User_1426,Volvo C40 Recharge,75,Station_408,Houston,03/15/2025 12:00,03/15/2025 14:08,59.77,3.25,35.05,39.3,Evening,Monday,81.95,59.95,166.33,18.16,2,Level 2,Long-Distance Traveler
User_1427,Rivian R1T,62,Station_188,Houston,03/15/2025 13:00,03/15/2025 13:56,36.7,1.87,19.12,5.56,Evening,Sunday,26.35,95.16,49.55,30.29,6.45,Level 1,Casual Driver
User_1428,Rivian R1S,62,Station_419,Chicago,03/15/2025 14:00,03/15/2025 15:58,10.23,2.69,44.96,36.64,Afternoon,Friday,58.95,54.52,112.01,-3.82,5,Level 1,Long-Distance Traveler
User_1429,Lucid Air,100,Station_214,New York,03/15/2025 15:00,03/15/2025 17:55,24.23,0.93,7.76,23.53,Afternoon,Sunday,17.7,75.5,171.99,4.98,5,Level 1,Commuter
User_1430,Polestar 2,85,Station_283,Chicago,03/15/2025 16:00,03/15/2025 19:31,21.71,2.51,47.98,8.12,Evening,Saturday,17.08,94.51,169.83,18.75,5,Level 2,Casual Driver
User_1431,Polestar 3,85,Station_211,New York,03/15/2025 17:00,03/15/2025 17:30,57.9,1.73,10.41,23.09,Morning,Sunday,53.19,96.34,101.55,23.91,5,Level 2,Commuter
User_1432,Mini Cooper SE,85,Station_365,Los Angeles,03/15/2025 18:00,03/15/2025 21:38,35.17,1.39,38.82,39.91,Morning,Monday,78.18,39.33,178.01,8.22,1,Level 2,Long-Distance Traveler
User_1433,Toyota bZ4X,50,Station_206,Los Angeles,02/01/2025 10:00,02/01/2025 13:59,18.21,2.65,10.31,38.22,Night,Thursday,76.09,82.27,64.63,0.5,3,DC Fast Charger,Casual Driver
User_1434,Subaru Solterra,85,Station_495,Los Angeles,02/05/2025 13:00,02/05/2025 15:43,,3.29,49.88,13.28,Night,Sunday,59.85,56.29,137.14,0.03,5,Level 1,Long-Distance Traveler
User_1435,Honda Prologue,75,Station_76,Houston,03/15/2025 19:00,03/15/2025 21:12,15.73,3.88,38.32,19.63,Morning,Friday,10.87,80.29,279.03,10.75,5,Level 2,Long-Distance Traveler
User_1436,Genesis GV60,85,Station_148,Houston,03/15/2025 20:00,03/15/2025 22:40,34.08,2.36,12.6,19.57,Night,Monday,70.12,61.6,,5.37,1,Level 1,Commuter
User_1437,Genesis GV70 Electric,100,Station_321,Los Angeles,03/15/2025 21:00,03/16/2025 0:45,26.05,2.03,27.15,36.22,Afternoon,Monday,88.85,69.47,211.49,19.39,2,Level 1,Commuter
User_1438,Fiat 500e,85,Station_213,Chicago,03/15/2025 22:00,03/15/2025 23:10,21.85,3.28,,11.77,Night,Saturday,19.55,54.51,240.66,11.91,0,Level 2,Casual Driver
User_1439,Mazda MX-30,75,Station_433,Chicago,03/15/2025 23:00,03/16/2025 2:14,15.43,1.71,19,22.77,Night,Monday,27.1,55.42,218.14,0.01,1,DC Fast Charger,Long-Distance Traveler
User_1440,Jaguar I-PACE,85,Station_109,San Francisco,03/16/2025 0:00,03/16/2025 1:20,13.65,1.46,33.3,38.31,Night,Tuesday,44.39,86.61,,28.92,5,Level 1,Long-Distance Traveler
User_1441,Tesla Model 3,75,Station_129,New York,03/16/2025 1:00,03/16/2025 1:44,24.78,0.88,,7.64,Night,Sunday,41.9,52.62,171.11,0.95,6.66,DC Fast Charger,Long-Distance Traveler
User_1442,Tesla Model Y,75,Station_10,Chicago,03/16/2025 2:00,03/16/2025 2:37,67.46,0.87,17.89,29.52,Morning,Friday,58.36,83.42,93.35,24.42,4,DC Fast Charger,Commuter
User_1443,Tesla Model S,62,Station_47,Los Angeles,03/16/2025 3:00,03/16/2025 4:07,12.04,1.03,,22.74,Afternoon,Wednesday,22.71,62.28,284.19,12.59,5,DC Fast Charger,Long-Distance Traveler
User_1444,Tesla Model X,85,Station_379,Chicago,03/16/2025 4:00,03/16/2025 6:23,61.23,2.33,9.14,38.66,Afternoon,Thursday,53.24,85.78,13.79,38.96,7,Level 2,Casual Driver
User_1445,Nissan Leaf,62,Station_170,Los Angeles,02/05/2025 14:00,02/05/2025 17:27,27.43,0.91,32.17,19.78,Evening,Tuesday,74.65,10.08,216.07,-4.15,5,Level 1,Long-Distance Traveler
User_1446,Chevy Bolt EV,50,Station_315,Houston,03/16/2025 5:00,03/16/2025 6:52,23.19,2.01,31.98,5.81,Night,Sunday,72.88,86.94,181.05,17.08,7,Level 1,Casual Driver
User_1447,Chevy Bolt EUV,85,Station_96,New York,03/16/2025 6:00,03/16/2025 7:25,48.39,3.74,27.81,15.99,Afternoon,Saturday,19.32,81.93,112.1,17.95,7,DC Fast Charger,Commuter
User_1448,Hyundai Kona Electric,75,Station_446,San Francisco,03/16/2025 7:00,03/16/2025 10:24,29.68,3.72,45.67,21.06,Evening,Friday,79.22,54.37,265.98,34.19,3,Level 2,Commuter
User_1449,Hyundai Ioniq 5,85,Station_103,New York,03/16/2025 8:00,03/16/2025 10:12,25.09,3.45,4.96,21.53,Morning,Tuesday,36.84,58.6,,-9.6,5,Level 1,Casual Driver
User_1450,Hyundai Ioniq 6,75,Station_380,Houston,03/16/2025 9:00,03/16/2025 11:47,,2.22,47.66,19.81,Afternoon,Friday,25.18,80.24,200.88,20.78,6,Level 2,Commuter
User_1451,Kia EV6,100,Station_342,Houston,03/16/2025 10:00,03/16/2025 12:11,56.12,1.06,5.49,16.35,Morning,Wednesday,22.35,80.09,81.97,36.59,7,Level 1,Commuter
User_1452,Kia Niro EV,50,Station_146,Houston,03/16/2025 11:00,03/16/2025 12:47,15.9,3.17,40.44,12.07,Evening,Saturday,46.22,60.73,211.55,-5.07,7,Level 1,Long-Distance Traveler
User_1453,Ford Mustang Mach-E,85,Station_368,Houston,03/16/2025 12:00,03/16/2025 15:26,41.16,3.26,46.13,13.44,Morning,Friday,31.47,77.45,125.76,29.45,5,Level 2,Casual Driver
User_1454,Ford F-150 Lightning,50,Station_430,Los Angeles,03/16/2025 13:00,03/16/2025 16:18,41.91,1.89,24.48,26.73,Evening,Sunday,46.4,58.93,44.51,11.77,5,DC Fast Charger,Long-Distance Traveler
User_1455,Volkswagen ID.4,85,Station_416,San Francisco,03/16/2025 14:00,03/16/2025 15:52,8.34,2.43,41.76,8.21,Night,Tuesday,15.63,42.51,206.27,-7.33,4,Level 1,Casual Driver
User_1456,BMW i3,100,Station_307,Chicago,02/05/2025 15:00,02/05/2025 15:51,7.36,2.43,11.48,13.79,Afternoon,Monday,77.49,71.63,166.67,-7.81,5,Level 2,Commuter
User_1457,BMW i4,62,Station_27,Houston,03/16/2025 15:00,03/16/2025 15:59,90.24,1.29,4.84,35.03,Afternoon,Saturday,70.55,50.52,102.76,36.37,1,Level 1,Long-Distance Traveler
User_1458,BMW iX,62,Station_220,Houston,03/16/2025 16:00,03/16/2025 16:34,18.1,1.93,41.55,37.7,Night,Tuesday,33.3,99.7,51.24,1.1,3,DC Fast Charger,Casual Driver
User_1459,Audi e-tron,50,Station_18,Chicago,03/16/2025 17:00,03/16/2025 19:28,59.2,3.4,10.55,7.03,Afternoon,Saturday,32.9,90.24,286.82,2.48,6,Level 1,Casual Driver
User_1460,Audi Q4 e-tron,85,Station_167,San Francisco,03/16/2025 18:00,03/16/2025 21:48,,3.78,7.75,11.57,Night,Thursday,25.61,76.51,249.13,5.15,5,DC Fast Charger,Casual Driver
User_1461,Mercedes EQS,85,Station_433,New York,03/16/2025 19:00,03/16/2025 20:00,15.77,2.69,25.36,36.23,Evening,Wednesday,59.61,58.96,297.1,23.96,7,Level 1,Commuter
User_1462,Mercedes EQE,50,Station_477,San Francisco,03/16/2025 20:00,03/16/2025 23:29,75.09,1.85,12.37,6.12,Afternoon,Thursday,61.93,50.51,150.26,23.98,3,DC Fast Charger,Long-Distance Traveler
User_1463,Mercedes EQB,100,Station_82,San Francisco,03/16/2025 21:00,03/16/2025 21:52,23.92,2.33,33.5,5.59,Night,Sunday,38.27,84.48,295.97,4.83,2,Level 1,Commuter
User_1464,Porsche Taycan,50,Station_428,San Francisco,03/16/2025 22:00,03/16/2025 23:17,13.82,2.09,12.27,20.84,Morning,Sunday,86.61,99.09,119.34,38.59,7,Level 1,Commuter
User_1465,Volvo XC40 Recharge,62,Station_72,Houston,03/16/2025 23:00,03/17/2025 1:18,79.97,1.16,37.46,8.47,Morning,Sunday,75.83,67.98,117.7,16.05,5,Level 1,Casual Driver
User_1466,Volvo C40 Recharge,50,Station_310,Houston,03/17/2025 0:00,03/17/2025 1:09,5.16,3.91,5.27,7.41,Night,Monday,32.17,56.72,45.4,-9.82,2,DC Fast Charger,Casual Driver
User_1467,Rivian R1T,100,Station_448,Houston,02/05/2025 16:00,02/05/2025 18:14,36.14,2.45,36.38,7.87,Night,Sunday,48.61,95.83,48.12,32.31,1,DC Fast Charger,Casual Driver
User_1468,Rivian R1S,75,Station_479,Los Angeles,03/17/2025 1:00,03/17/2025 1:35,55.1,1.29,45.21,8.63,Evening,Sunday,54.16,56.7,100.84,3.29,3,Level 1,Commuter
User_1469,Lucid Air,102.4,Station_254,New York,03/17/2025 2:00,03/17/2025 3:07,38.19,3.23,23.2,8.64,Night,Tuesday,40.63,62.8,72.32,21.18,6,Level 2,Commuter
User_1470,Polestar 2,60.31,Station_162,Chicago,03/17/2025 3:00,03/17/2025 6:18,41.13,0.63,46.54,10.68,Morning,Thursday,64.75,92.69,224.56,11.13,4.44,Level 2,Commuter
User_1471,Polestar 3,100,Station_327,San Francisco,03/17/2025 4:00,03/17/2025 6:09,55.2,1.7,26.97,13.32,Afternoon,Tuesday,28.69,81.11,,15.3,6,Level 2,Casual Driver
User_1472,Mini Cooper SE,75,Station_420,New York,03/17/2025 5:00,03/17/2025 5:56,72.31,0.95,34.26,23.89,Afternoon,Saturday,59.49,92.31,54.14,8.41,0,Level 1,Casual Driver
User_1473,Toyota bZ4X,75,Station_402,New York,03/17/2025 6:00,03/17/2025 9:52,37.49,1.85,15.8,7.39,Night,Tuesday,86.54,93.38,215.9,0.4,7,DC Fast Charger,Casual Driver
User_1474,Subaru Solterra,62,Station_38,Los Angeles,03/17/2025 7:00,03/17/2025 8:38,55.37,3.14,18.05,8.62,Afternoon,Monday,57.07,92.42,270.04,-2.64,2,DC Fast Charger,Long-Distance Traveler
User_1475,Honda Prologue,75,Station_443,Chicago,03/17/2025 8:00,03/17/2025 9:26,33.47,3.39,18.94,33.22,Morning,Tuesday,44.25,91.06,40.32,26.83,6,Level 1,Commuter
User_1476,Genesis GV60,85,Station_393,San Francisco,03/17/2025 9:00,03/17/2025 9:46,53.36,3.38,11.31,23.06,Afternoon,Saturday,29.88,95.54,,3.51,0,Level 2,Commuter
User_1477,Genesis GV70 Electric,62,Station_201,Chicago,03/17/2025 10:00,03/17/2025 11:40,76.04,2.2,14.89,14.96,Night,Saturday,87.91,67.05,259.72,23.19,4,DC Fast Charger,Long-Distance Traveler
User_1478,Fiat 500e,85,Station_204,Los Angeles,02/05/2025 17:00,02/05/2025 18:57,29.17,1.84,28.5,9.16,Evening,Saturday,64.07,83.79,242,42.74,5,DC Fast Charger,Long-Distance Traveler
User_1479,Mazda MX-30,75,Station_494,Los Angeles,03/17/2025 11:00,03/17/2025 12:16,9.79,3.76,12.89,20.91,Night,Thursday,89.04,54.07,60.33,31.35,6,Level 1,Commuter
User_1480,Jaguar I-PACE,85,Station_200,Houston,03/17/2025 12:00,03/17/2025 13:48,45.45,1.44,28.19,39.6,Night,Sunday,18.31,66.43,131.05,28.51,7,DC Fast Charger,Commuter
User_1481,Tesla Model 3,100,Station_255,New York,03/17/2025 13:00,03/17/2025 15:19,31.73,2.29,37.5,28.38,Morning,Wednesday,76.84,87.56,47.42,7.58,0,Level 2,Commuter
User_1482,Tesla Model Y,62,Station_179,San Francisco,03/17/2025 14:00,03/17/2025 14:42,76.16,2.48,32.56,26.77,Evening,Friday,24.93,79.56,83,38.5,4,Level 2,Long-Distance Traveler
User_1483,Tesla Model S,75,Station_35,Houston,03/17/2025 15:00,03/17/2025 17:48,59.17,2.77,15.22,18.82,Afternoon,Thursday,50.51,68.6,156.81,29.06,1,DC Fast Charger,Long-Distance Traveler
User_1484,Tesla Model X,179.01,Station_82,Los Angeles,03/17/2025 16:00,03/17/2025 18:33,15.1,2.89,5.05,22.01,Night,Monday,51.48,72.7,152.89,18.97,6,Level 1,Commuter
User_1485,Nissan Leaf,62,Station_389,Chicago,03/17/2025 17:00,03/17/2025 19:18,66.25,1.25,37.46,13.37,Evening,Friday,43.85,61.65,152.26,8.95,3,Level 1,Casual Driver
User_1486,Chevy Bolt EV,75,Station_398,New York,03/17/2025 18:00,03/17/2025 19:59,30.73,3,11.22,37.96,Night,Tuesday,41.9,79.16,207.48,-4.45,5,DC Fast Charger,Commuter
User_1487,Chevy Bolt EUV,85,Station_220,San Francisco,03/17/2025 19:00,03/17/2025 20:55,77.69,3.62,,21.99,Night,Thursday,11.3,81,15.22,-8.37,0,Level 2,Commuter
User_1488,Hyundai Kona Electric,100,Station_158,Houston,03/17/2025 20:00,03/17/2025 22:01,77.13,1.23,39.43,29.79,Morning,Friday,62.32,81.41,272.8,-3.66,1,Level 1,Casual Driver
User_1489,Hyundai Ioniq 5,85,Station_56,Houston,02/05/2025 18:00,02/05/2025 21:02,43.45,1.41,,34.68,Morning,Friday,55.71,52.81,38.2,19.87,5,Level 1,Casual Driver
User_1490,Hyundai Ioniq 6,100,Station_4,Houston,03/17/2025 21:00,03/17/2025 21:53,8.28,1.25,11.02,27.33,Morning,Sunday,76.67,62.01,216.5,-2.65,2,DC Fast Charger,Commuter
User_1491,Kia EV6,75,Station_167,New York,03/17/2025 22:00,03/17/2025 23:42,50.53,1.03,34.64,5.11,Evening,Sunday,25.35,63.66,62.53,-9.16,0,DC Fast Charger,Commuter
User_1492,Kia Niro EV,65.97,Station_468,Chicago,03/17/2025 23:00,03/17/2025 23:33,64.93,3.73,45.6,38.45,Night,Thursday,58.16,72.86,115.73,26.68,2,Level 2,Long-Distance Traveler
User_1493,Ford Mustang Mach-E,85,Station_448,Los Angeles,03/18/2025 0:00,03/18/2025 2:22,,3.34,39.4,11.08,Afternoon,Sunday,34.07,98.87,,32.31,5,Level 2,Commuter
User_1494,Ford F-150 Lightning,62,Station_409,Chicago,03/18/2025 1:00,03/18/2025 2:15,55.63,1.38,8.18,25.72,Afternoon,Tuesday,50.63,53.25,294.29,14.56,6,Level 1,Casual Driver
User_1495,Volkswagen ID.4,85,Station_412,Chicago,03/18/2025 2:00,03/18/2025 2:47,41.99,1.2,6.48,30.38,Afternoon,Saturday,46.35,91.11,54.27,37.29,4,Level 1,Long-Distance Traveler
User_1496,BMW i3,24.74,Station_204,Chicago,03/18/2025 3:00,03/18/2025 4:12,38.7,0.55,30.85,12.73,Evening,Thursday,27.79,54.74,384.69,36.66,5,Level 1,Long-Distance Traveler
User_1497,BMW i4,84.63,Station_194,New York,03/18/2025 4:00,03/18/2025 7:57,62.26,1.7,23.58,17.19,Morning,Monday,34.7,51.28,299.66,9.25,2,Level 2,Casual Driver
User_1498,BMW iX,62,Station_235,New York,03/18/2025 5:00,03/18/2025 8:10,35.84,3.79,34.74,13.91,Evening,Friday,55.96,87.11,263.58,9.19,6,DC Fast Charger,Casual Driver
User_1499,Audi e-tron,100,Station_206,Los Angeles,03/18/2025 6:00,03/18/2025 8:02,55.47,3.54,26.48,14.83,Morning,Friday,38.48,82.3,76.93,1.36,0,Level 1,Long-Distance Traveler
User_1500,Audi Q4 e-tron,100,Station_208,New York,02/05/2025 19:00,02/05/2025 21:34,26.87,2.46,12.05,17.54,Morning,Monday,28.18,54.56,289.57,7.79,3,Level 1,Long-Distance Traveler
User_1501,Mercedes EQS,62,Station_150,Chicago,03/18/2025 7:00,03/18/2025 9:12,19.72,1.48,47.61,9.04,Afternoon,Friday,58.69,84.55,32.32,35.77,1.41,Level 1,Commuter
User_1502,Mercedes EQE,28.59,Station_159,New York,03/18/2025 8:00,03/18/2025 10:33,68.45,2.19,14.97,14.5,Afternoon,Thursday,26.46,98.79,61.81,18.6,4.39,Level 1,Commuter
User_1503,Mercedes EQB,62,Station_279,Los Angeles,03/18/2025 9:00,03/18/2025 9:39,79.95,1.66,10.89,17.62,Morning,Tuesday,52.14,93.02,176.22,34.43,6,DC Fast Charger,Long-Distance Traveler
User_1504,Porsche Taycan,85,Station_304,Los Angeles,03/18/2025 10:00,03/18/2025 11:42,60.47,3.72,28.75,19.65,Afternoon,Thursday,33.68,78.91,147.74,-2.66,1,Level 1,Commuter
User_1505,Volvo XC40 Recharge,75,Station_404,Chicago,03/18/2025 11:00,03/18/2025 14:36,35.38,1.72,23.77,16.08,Evening,Thursday,54.48,70.46,33.69,33.89,5,Level 1,Long-Distance Traveler
User_1506,Volvo C40 Recharge,62,Station_381,San Francisco,03/18/2025 12:00,03/18/2025 13:00,37.69,0.6,45.36,33.81,Morning,Sunday,17.97,67.46,172.1,26.07,1,Level 2,Casual Driver
User_1507,Rivian R1T,110.66,Station_166,Chicago,03/18/2025 13:00,03/18/2025 16:05,20.79,1.47,30.19,16.08,Afternoon,Saturday,33.55,93.65,155.78,13.66,6,Level 2,Commuter
User_1508,Rivian R1S,100,Station_311,San Francisco,03/18/2025 14:00,03/18/2025 15:29,53.36,3.8,38.63,13.61,Night,Friday,33.27,92.04,42.14,29.88,4,Level 2,Commuter
User_1509,Lucid Air,100,Station_68,Los Angeles,03/18/2025 15:00,03/18/2025 17:40,24.27,1.64,30.49,15.81,Afternoon,Tuesday,74.68,79.53,80.32,11.7,6,DC Fast Charger,Long-Distance Traveler
User_1510,Polestar 2,62,Station_463,New York,03/18/2025 16:00,03/18/2025 18:27,68.21,2.84,21.9,38.65,Night,Wednesday,87.9,63.86,71.17,34.38,5,Level 2,Long-Distance Traveler
User_1511,Polestar 3,85,Station_41,Los Angeles,02/05/2025 20:00,02/05/2025 21:48,17.93,2.78,25.58,25.5,Morning,Saturday,29.95,76.88,104.4,38.36,7,DC Fast Charger,Commuter
User_1512,Mini Cooper SE,100,Station_88,Houston,03/18/2025 17:00,03/18/2025 20:32,27.71,2.86,45.33,38.04,Afternoon,Tuesday,46.48,98.63,104.86,19.03,4,Level 1,Commuter
User_1513,Toyota bZ4X,50,Station_217,Los Angeles,03/18/2025 18:00,03/18/2025 18:43,76.69,0.73,45.76,35.27,Night,Sunday,33.29,52.04,190.94,38.74,1,Level 1,Commuter
User_1514,Subaru Solterra,50,Station_1,New York,03/18/2025 19:00,03/18/2025 22:35,45.36,0.56,25.04,33.71,Afternoon,Thursday,39.08,91.73,109.93,37.33,5,DC Fast Charger,Commuter
User_1515,Honda Prologue,50,Station_135,Los Angeles,03/18/2025 20:00,03/18/2025 22:52,27.5,1.37,46.48,8.15,Night,Monday,61.56,63.29,97.46,12.41,3,DC Fast Charger,Casual Driver
User_1516,Genesis GV60,100,Station_185,Chicago,03/18/2025 21:00,03/18/2025 21:31,74.71,3.68,33.46,38.77,Morning,Tuesday,56.91,90.24,166.68,7.88,1,Level 1,Commuter
User_1517,Genesis GV70 Electric,100,Station_351,San Francisco,03/18/2025 22:00,03/18/2025 22:53,37.52,2.78,24.98,12.98,Morning,Friday,23.17,79.15,27.72,-7.65,0,DC Fast Charger,Commuter
User_1518,Fiat 500e,100.57,Station_140,Los Angeles,03/18/2025 23:00,03/19/2025 2:55,24.04,2.91,26.03,25.49,Night,Monday,81.15,50.45,146.92,8.83,1,Level 1,Long-Distance Traveler
User_1519,Mazda MX-30,75,Station_106,New York,03/19/2025 0:00,03/19/2025 1:33,9.52,1.28,48.58,15.14,Afternoon,Wednesday,18.26,88.41,207.1,27.83,0,Level 2,Casual Driver
User_1520,Jaguar I-PACE,48.35,Station_133,Chicago,03/19/2025 1:00,03/19/2025 4:48,39.88,3.04,19.46,20.34,Evening,Wednesday,58.02,52.29,172.52,31.64,4,Level 1,Long-Distance Traveler
User_1521,Tesla Model 3,50,Station_108,Houston,03/19/2025 2:00,03/19/2025 4:09,5.76,2.29,39.13,34.4,Evening,Monday,63.62,73.81,107.67,18.96,3,DC Fast Charger,Commuter
User_1522,Tesla Model Y,50,Station_32,Los Angeles,02/05/2025 21:00,02/05/2025 22:59,60.47,3.19,,15.89,Afternoon,Saturday,74.54,79.37,84.38,32.84,2,Level 1,Casual Driver
User_1523,Tesla Model S,100,Station_178,Chicago,03/19/2025 3:00,03/19/2025 5:23,13,1.7,41.18,18.41,Evening,Sunday,40.69,57.67,245.86,39.63,6,Level 2,Casual Driver
User_1524,Tesla Model X,62,Station_298,San Francisco,03/19/2025 4:00,03/19/2025 4:53,21.35,2.86,21.5,19.3,Evening,Wednesday,49.32,56.18,29.26,2.5,6,Level 1,Commuter
User_1525,Nissan Leaf,100,Station_358,Chicago,03/19/2025 5:00,03/19/2025 8:04,48.85,1.66,7.24,17.93,Night,Monday,22.71,62.07,107.31,-0.34,3,DC Fast Charger,Casual Driver
User_1526,Chevy Bolt EV,100,Station_380,Houston,03/19/2025 6:00,03/19/2025 9:14,9.21,2.86,14.83,34.45,Morning,Thursday,46.61,66.15,280.54,18.46,7,DC Fast Charger,Casual Driver
User_1527,Chevy Bolt EUV,75,Station_396,New York,03/19/2025 7:00,03/19/2025 9:00,19.94,1.91,26.75,37.02,Morning,Monday,12.43,139.9,105.66,3.37,3,Level 2,Casual Driver
User_1528,Hyundai Kona Electric,62,Station_359,Los Angeles,03/19/2025 8:00,03/19/2025 11:16,,1.05,27.82,12.43,Evening,Thursday,43.44,56.19,122.3,12.79,2,Level 1,Casual Driver
User_1529,Hyundai Ioniq 5,85,Station_146,San Francisco,03/19/2025 9:00,03/19/2025 12:40,76.19,2.85,14.98,22.65,Morning,Sunday,10.29,76.73,69.19,15.25,0,Level 1,Casual Driver
User_1530,Hyundai Ioniq 6,75,Station_450,Houston,03/19/2025 10:00,03/19/2025 13:56,72.94,3.61,13.83,35.86,Night,Friday,44.09,61.94,19.31,38.67,6,DC Fast Charger,Casual Driver
User_1531,Kia EV6,75,Station_74,San Francisco,03/19/2025 11:00,03/19/2025 11:55,24.54,1.71,,31.06,Evening,Friday,18.63,76.46,81.74,-1.64,4.59,Level 2,Long-Distance Traveler
User_1532,Kia Niro EV,85,Station_463,Chicago,03/19/2025 12:00,03/19/2025 13:34,7.45,3.48,,15.13,Night,Wednesday,65.87,84.11,30.92,10.51,2.08,Level 1,Long-Distance Traveler
User_1533,Ford Mustang Mach-E,50,Station_15,Chicago,02/05/2025 22:00,02/06/2025 1:49,17.7,3.46,19.71,19.92,Afternoon,Tuesday,47.81,79.37,258.65,-9.35,7,DC Fast Charger,Commuter
User_1534,Ford F-150 Lightning,85,Station_478,San Francisco,03/19/2025 13:00,03/19/2025 15:29,17.2,1.66,,38.89,Night,Saturday,24.07,76.81,160.29,-4.25,1,Level 2,Commuter
User_1535,Volkswagen ID.4,50,Station_108,Houston,03/19/2025 14:00,03/19/2025 14:33,,2.29,21.67,8.33,Afternoon,Saturday,58.69,84.96,116.66,-3.11,1,DC Fast Charger,Casual Driver
User_1536,BMW i3,75,Station_122,Los Angeles,03/19/2025 15:00,03/19/2025 18:06,72.28,1.1,7.44,11.99,Night,Monday,87.22,65.57,155.31,4.7,7,Level 1,Casual Driver
User_1537,BMW i4,85,Station_17,Los Angeles,03/19/2025 16:00,03/19/2025 16:30,18.02,2.46,43.7,17.78,Afternoon,Sunday,71.41,76.22,28.55,19.17,4,DC Fast Charger,Long-Distance Traveler
